fdcId,description,dataType,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g
2708504,"Baby Toddler cereal, rice with fruit, ready-to-eat",Survey (FNDDS),87,1.12,19.98,0.27,0.6,
2708493,"Baby Toddler cereal, rice, dry",Survey (FNDDS),390,6.65,83.14,2.19,1.3,
2708499,"Baby Toddler cereal, rice, ready-to-eat",Survey (FNDDS),73,1.38,16.09,0.3,0.1,
2706151,Baby Toddler chicken,Survey (FNDDS),130,13.7,0.1,7.9,0,
2708130,Baby Toddler cookie,Survey (FNDDS),420,9.88,69.79,11.24,3,
2708190,Baby Toddler crackers,Survey (FNDDS),391,12.5,83.21,0.87,0,
2708193,Baby Toddler crunchies,Survey (FNDDS),462,3.2,69.14,19.24,1.2,
2705463,"Baby Toddler food, NFS",Survey (FNDDS),75,4.9,9.08,2.15,1.1,
2709362,Baby Toddler fruit and meat,Survey (FNDDS),82,2.26,16.44,0.99,1.8,
2709357,"Baby Toddler fruit and vegetables, Stage 2",Survey (FNDDS),59,0.98,13.69,0.23,1.7,
2709358,"Baby Toddler fruit and vegetables, Stage 3",Survey (FNDDS),59,0.98,13.69,0.23,1.7,
2709359,"Baby Toddler fruit and vegetables, with grain",Survey (FNDDS),69,1.48,15.31,0.48,2,
2709360,"Baby Toddler fruit and vegetables, with yogurt",Survey (FNDDS),69,2.1,11.29,1.84,1,
2709352,"Baby Toddler fruit, NFS",Survey (FNDDS),68,0.68,16.44,0.21,1.7,
2709361,"Baby Toddler fruit, vegetables, and meat",Survey (FNDDS),75,2.63,14.14,1.06,1.8,
2709355,"Baby Toddler fruit, with grain",Survey (FNDDS),78,1.07,17.96,0.41,2,
2709356,"Baby Toddler fruit, with yogurt",Survey (FNDDS),76,1.87,13.36,1.83,1.1,
2710124,"Baby Toddler green beans, Stage 1",Survey (FNDDS),24,1.2,5.8,0.1,1.9,
2710125,"Baby Toddler green beans, Stage 2",Survey (FNDDS),24,1.2,5.8,0.1,1.9,
2705903,Baby Toddler ham,Survey (FNDDS),97,11.3,3.7,3.8,0,
2709374,"Baby Toddler juice, apple",Survey (FNDDS),47,0,11.7,0.1,0.1,
2709378,"Baby Toddler juice, fruit and vegetable",Survey (FNDDS),47,0.3,11.4,0.1,0.5,
2709379,"Baby Toddler juice, fruit and yogurt blend",Survey (FNDDS),69,1.56,12.7,1.48,1,
2709375,"Baby Toddler juice, grape",Survey (FNDDS),62,0,15.38,0,0,
2709376,"Baby Toddler juice, mixed fruit",Survey (FNDDS),47,0,11.7,0.1,0.1,
2709373,"Baby Toddler juice, NFS",Survey (FNDDS),47,0,11.7,0.1,0.1,
2709377,"Baby Toddler juice, pear",Survey (FNDDS),43,0,11.86,0,0.1,
2709372,Baby Toddler mangoes,Survey (FNDDS),60,0.82,14.98,0.38,1.6,
2705904,Baby Toddler meat stick,Survey (FNDDS),188,13.7,1.4,14.2,0.2,
2705821,"Baby Toddler meat, NFS",Survey (FNDDS),112,12.58,1.25,5.99,0,
2709353,"Baby Toddler multiple fruit, Stage 2",Survey (FNDDS),68,0.68,16.44,0.21,1.7,
2709354,"Baby Toddler multiple fruit, Stage 3",Survey (FNDDS),68,0.68,16.44,0.21,1.7,
2710127,"Baby Toddler multiple vegetables, Stage 2",Survey (FNDDS),44,1.44,9.56,0.25,1.6,
2710128,"Baby Toddler multiple vegetables, Stage 3",Survey (FNDDS),44,1.44,9.56,0.25,1.6,
2709367,"Baby Toddler peaches, Stage 1",Survey (FNDDS),65,0.94,14.48,0.33,1.3,
2709368,"Baby Toddler peaches, Stage 2",Survey (FNDDS),65,0.94,14.48,0.33,1.3,
2709369,"Baby Toddler pears, Stage 1",Survey (FNDDS),42,0.3,10.8,0.2,2.8,
2709370,"Baby Toddler pears, Stage 2",Survey (FNDDS),44,0.3,11.6,0.1,2.8,
2710131,"Baby Toddler peas, Stage 1",Survey (FNDDS),50,3.27,8.36,0.43,2,
2710132,"Baby Toddler peas, Stage 2",Survey (FNDDS),50,3.27,8.36,0.43,2,
2709371,Baby Toddler prunes,Survey (FNDDS),100,1,23.52,0.2,2.7,
2709380,Baby Toddler pudding,Survey (FNDDS),86,1.76,17.58,0.98,0.2,
2708191,"Baby Toddler puffs, fruit",Survey (FNDDS),344,6.19,85.79,2.3,3.8,
2708192,"Baby Toddler puffs, vegetable",Survey (FNDDS),344,6.19,85.79,2.3,3.8,
2708128,"Baby Toddler snack, NFS",Survey (FNDDS),359,7.34,83.4,3.29,3.4,
2710120,"Baby Toddler squash, Stage 1",Survey (FNDDS),28,0.81,5.73,0.2,0.9,
2710121,"Baby Toddler squash, Stage 2",Survey (FNDDS),24,0.81,5.73,0.2,0.9,
2710122,"Baby Toddler sweet potatoes, Stage 1",Survey (FNDDS),57,1.1,13.2,0.1,1.5,
2710123,"Baby Toddler sweet potatoes, Stage 2",Survey (FNDDS),60,1.1,14,0.1,1.5,
2706152,Baby Toddler turkey,Survey (FNDDS),111,11.5,1.4,6.2,0,
2710117,"Baby Toddler vegetable, NFS",Survey (FNDDS),44,1.44,9.56,0.25,1.6,
